Births,DHS Denominator,Deaths,Entered,Entered Rate,Establishment Exit,Exited,Exited Rate,Firm Exits.Count,Job Creation.Continuers,Job Creation.Count,Job Creation.Rate,Job Destruction,Job Destruction.Continuers,Job Destruction.Count,Job Destruction.Rate,Net Job Creation,Net Job Creation Rate,Number of Firms,Physical Locations,Rate/Births,Rate/Deaths,Reallocation Rate,State,Year
85392,1001872,72878,11825,17.7,6606,9311,14.0,6583,126037,211429,21.1,42218,99731,172609,17.2,38820,3.9,58297,67728,8.5,7.3,34.4,Colorado,1980
60611,1230114,47871,7590,11.6,4595,6535,10.0,4554,132484,193095,15.7,23569,100527,148398,12.1,44697,3.6,57616,65666,4.9,3.9,24.2,Connecticut,1980
11142,207446,9206,1342,11.6,912,1316,11.4,887,20340,31482,15.2,4646,15446,24652,11.9,6830,3.3,9956,11551,5.4,4.4,23.8,Delaware,1980
16839,349621,30166,1882,12.1,1099,1682,10.8,1095,59652,76491,21.9,7388,33780,63946,18.3,12545,3.6,13573,15600,4.8,8.6,36.6,District of Columbia,1980
281115,2876941,187917,36311,17.7,19564,26348,12.9,19499,373603,654718,22.8,116237,284735,472652,16.4,182066,6.4,175454,209305,9.8,6.5,32.8,Florida,1980
112458,1717525,94093,14144,13.9,8872,12510,12.3,8830,192161,304619,17.7,47751,169316,263409,15.3,41210,2.4,83538,102668,6.5,5.5,30.6,Geogia,1980
23490,301581,17011,3142,15.7,1474,2176,10.9,1460,31079,54569,18.1,9700,32141,49152,16.3,5417,1.8,16929,20433,7.8,5.6,32.6,Hawaii,1980
18415,260249,17393,3033,15.1,1967,2750,13.7,1959,30177,48592,18.7,9969,55959,73352,28.2,-24760,-9.5,17306,20154,7.1,6.7,37.4,Idaho,1980
214790,4218402,198851,24930,11.8,16526,23577,11.2,16441,370801,585591,13.9,94857,455441,654292,15.5,-68701,-1.6,179908,211082,5.1,4.7,27.8,Illinois,1980
93016,1861237,81446,11525,11.6,7676,10941,11.0,7641,158466,251482,13.5,39265,222909,304355,16.4,-52873,-2.9,81874,99140,5.0,4.4,27.0,Indiana,1980
49251,913100,48068,7611,11.6,5327,7178,10.9,5314,85855,135106,14.8,28356,91916,139984,15.3,-4878,-0.5,55749,65666,5.4,5.3,29.6,Iowa,1980
44071,749703,35525,6597,12.2,4543,6339,11.7,4532,79400,123471,16.5,22525,78121,113646,15.2,9825,1.3,46254,54081,5.9,4.7,30.4,Kansas,1980
54795,1007266,47030,7362,12.0,5372,7329,12.0,5356,101447,156242,15.5,27403,113943,160973,16.0,-4731,-0.5,51793,61174,5.4,4.7,31.0,Kentucky,1980
84660,1231262,67600,10607,14.1,6352,8772,11.7,6320,159466,244126,19.8,39622,142238,209838,17.0,34288,2.8,63552,75731,6.9,5.5,34.0,Louisiana,1980
16786,317362,16741,2758,12.1,1858,2668,11.7,1847,33210,49996,15.8,8536,30755,47496,15.0,2500,0.8,19757,22728,5.3,5.3,30.0,Maine,1980
102859,1264884,60600,9143,12.6,5452,8028,11.1,5417,149099,251958,19.9,31888,125727,186327,14.7,65631,5.2,60838,72838,8.1,4.8,29.4,Maryland,1980
108281,2239912,100621,12445,11.0,7569,11065,9.8,7517,265300,373581,16.7,48711,201806,302427,13.5,71154,3.2,97762,113338,4.8,4.5,27.0,Massachusetts,1980
145181,2970906,141696,18598,12.1,12059,17456,11.4,12019,230487,375668,12.6,67307,406278,547974,18.4,-172306,-5.8,127753,153767,4.9,4.8,25.2,Michigan,1980
83514,1484861,72388,9964,12.1,5982,8543,10.4,5943,160369,243883,16.4,39022,144696,217084,14.6,26799,1.8,70287,82646,5.6,4.9,29.2,Minnesota,1980
39621,645528,34540,5817,13.6,3796,5158,12.1,3773,65167,104788,16.2,19808,71603,106143,16.4,-1355,-0.2,36518,43031,6.1,5.4,32.4,Mississippi,1980
89912,1676529,84183,11971,12.2,8175,11547,11.8,8152,164443,254355,15.2,41837,177757,261940,15.6,-7585,-0.4,82350,98116,5.4,5.0,30.4,Missouri,1980
16849,223406,14751,2891,14.4,1876,2704,13.4,1870,21449,38298,17.1,9335,32629,47380,21.2,-9082,-4.1,17724,20141,7.5,6.6,34.2,Montana,1980
29239,506666,23285,4429,11.9,2984,4153,11.1,2975,56596,85835,16.9,14816,49632,72917,14.4,12918,2.5,32400,37353,5.8,4.6,28.8,Nebraska,1980
32628,329669,22960,3431,19.9,1801,2477,14.4,1794,45896,78524,23.8,16658,36336,59296,18.0,19228,5.8,15355,17631,9.9,7.0,36.0,Nevada,1980
18195,323960,17544,2553,12.7,1679,2334,11.6,1672,37087,55282,17.1,9597,30186,47730,14.7,7552,2.4,18005,20158,5.6,5.4,29.4,New Hampshire,1980
136458,2524700,118888,18191,12.2,10914,15533,10.4,10873,274374,410832,16.3,57552,253443,372331,14.7,38501,1.6,132229,150343,5.4,4.7,29.4,New Jersey,1980
29326,328117,24492,4234,16.4,2529,3553,13.8,2525,38310,67636,20.6,14673,40273,64765,19.7,2871,0.9,22407,26027,8.9,7.5,39.4,New Mexico,1980
314390,5918068,299762,40377,11.4,28890,39226,11.0,28818,653406,967796,16.4,158956,568567,868329,14.7,99467,1.7,314762,355779,5.3,5.1,29.4,New York,1980
100393,1988483,86634,13844,12.7,8926,12449,11.4,8888,195073,295466,14.9,49223,184617,271251,13.6,24215,1.3,89884,109519,5.0,4.4,27.2,North Carolina,1980
13115,180081,9864,2058,13.0,1279,1796,11.3,1278,20329,33444,18.6,6586,17715,27579,15.3,5865,3.3,14077,15978,7.3,5.5,30.6,North Dakota,1980
180440,3806420,163195,21720,11.1,13828,20491,10.5,13738,340587,521027,13.7,75324,414903,578098,15.2,-57071,-1.5,156831,196098,4.7,4.3,27.4,Ohio,1980
76640,885106,50024,9550,15.4,5909,7961,12.8,5882,112546,189186,21.4,30204,96008,146032,16.5,43154,4.9,53632,62673,8.7,5.7,33.0,Oklahoma,1980
67872,862988,56721,9942,16.6,6140,8601,14.4,6109,95373,163245,18.9,33179,122511,179232,20.8,-15987,-1.9,51986,60328,7.9,6.6,37.8,Oregon,1980
193932,4022847,187118,22704,10.6,15277,22079,10.3,15214,385279,579211,14.4,86745,370928,558046,13.9,21165,0.5,178026,214132,4.8,4.7,27.8,Pennsylvania,1980
15267,340926,13739,2176,10.7,1459,2090,10.3,1458,32633,47900,14.0,7406,34467,48206,14.1,-306,-0.1,18311,20297,4.5,4.0,28.0,Rhode Island,1980
52465,966684,42782,7169,13.4,4523,6323,11.9,4506,91681,144146,14.9,21057,93018,135800,14.0,8346,0.9,44827,53627,5.4,4.4,28.0,South Carolina,1980
13029,186117,10454,2057,12.5,1368,1861,11.3,1364,18112,31141,16.7,6774,19283,29737,16.0,1404,0.7,14648,16540,7.0,5.6,32.0,South Dakota,1980
85830,1445831,77243,11109,13.5,7251,10164,12.4,7236,139098,224928,15.6,39818,168614,245857,17.0,-20929,-1.4,68649,82403,5.9,5.3,31.2,Tennessee,1980
273070,4604289,325610,28147,10.5,30581,41043,15.3,30408,626014,899084,19.5,192868,496080,821690,17.8,77394,1.7,197706,252919,5.9,7.1,35.6,Texas,1980
32823,416219,27385,4206,15.7,2693,3808,14.2,2678,48597,81420,19.6,15608,44565,71950,17.3,9470,2.3,23139,26904,7.9,6.6,34.6,Utah,1980
9035,166906,7223,1652,13.1,1058,1397,11.0,1056,19898,28933,17.3,4549,16324,23547,14.1,5386,3.2,11514,12749,5.4,4.3,28.2,Vermont,1980
92235,1569964,70530,12450,13.2,7604,10822,11.4,7573,168273,260508,16.6,37651,148006,218536,13.9,41972,2.7,77942,95157,5.9,4.5,27.8,Virginia,1980
94134,1237123,75094,13661,15.9,8126,11661,13.5,8098,164374,258508,20.9,43343,140517,215611,17.4,42897,3.5,73976,86798,7.6,6.1,34.8,Washington,1980
26362,506848,24668,3750,11.8,2630,3669,11.5,2621,44796,71158,14.0,12632,86345,111013,21.9,-39855,-7.9,27159,31783,5.2,4.9,28.0,West Virginia,1980
72931,1618761,66087,10351,11.1,6781,9544,10.3,6749,139045,211976,13.1,35373,147356,213443,13.2,-1467,-0.1,80392,93227,4.5,4.1,26.2,Wisconsin,1980
13664,143298,9642,2084,17.2,1175,1608,13.3,1172,20635,34299,23.9,6648,15833,25475,17.8,8824,6.1,10947,12300,9.5,6.7,35.6,Wyoming,1980
71309,1049506,77850,7972,12.4,6081,9381,14.6,6056,102501,173810,16.6,37042,116628,194478,18.5,-20668,-1.9,52551,63502,6.8,7.4,33.2,Alabama,1981
11824,106881,8848,1480,17.9,750,1336,16.2,748,18584,30408,28.5,4444,11896,20744,19.4,9664,9.1,7104,8283,11.1,8.3,38.8,Alaska,1981
68460,797439,57838,8941,17.5,5257,8199,16.0,5241,95919,164379,20.6,30259,89514,147352,18.5,17027,2.1,42385,51310,8.6,7.3,37.0,Arizona,1981
44911,583058,37641,5424,13.3,4028,6144,15.0,4014,49793,94704,16.2,19401,70924,108565,18.6,-13861,-2.4,35019,40278,7.7,6.5,32.4,Arkansas,1981
694330,8205240,665325,76971,15.7,45863,77407,15.8,45626,1003049,1697379,20.7,290518,986368,1651693,20.1,45686,0.6,408274,488896,8.5,8.1,40.2,California,1981
100146,1017881,86744,11484,17.1,7037,11258,16.7,7006,133512,233658,23.0,45832,115902,202646,19.9,31012,3.1,57785,67245,9.8,8.5,39.8,Colorado,1981
70315,1240396,67779,7366,11.4,4744,8268,12.8,4738,108764,179079,14.4,25687,105623,173402,14.0,5677,0.4,56444,64151,5.7,5.5,28.0,Connecticut,1981
12208,211575,10737,1280,11.2,842,1488,13.1,839,19396,31604,14.9,4517,18108,28845,13.6,2759,1.3,9706,11249,5.8,5.1,27.2,Delaware,1981
25259,354941,50677,1781,11.6,1189,2198,14.4,1184,43395,68654,19.3,12545,29923,80600,22.7,-11946,-3.4,13115,15030,7.1,14.3,38.6,District of Columbia,1981
286356,3014820,234119,36207,17.2,20701,31440,14.9,20613,406880,693236,23.0,120653,336391,570510,18.9,122726,4.1,178244,212419,9.5,7.8,37.8,Florida,1981
131821,1720873,123359,13777,13.6,8869,14441,14.2,8847,191587,323408,18.8,48297,181331,304690,17.7,18718,1.1,81987,100899,7.7,7.2,35.4,Geogia,1981
27216,305274,20957,3000,14.7,1733,2850,14.0,1700,30590,57806,18.9,10583,31085,52042,17.0,5764,1.9,17073,20406,8.9,6.9,34.0,Hawaii,1981
36287,250145,18565,2667,13.6,2077,3213,16.4,2057,25111,61398,24.5,9980,29812,48377,19.3,13021,5.2,16460,19227,14.5,7.4,38.6,Idaho,1981
227322,4025498,262570,23382,11.3,16529,28369,13.7,16410,349516,576838,14.3,109079,438562,701132,17.4,-124294,-3.1,173447,203368,5.6,6.5,28.6,Illinois,1981
95769,1765454,106961,10378,10.7,7722,13009,13.4,7688,153063,248832,14.1,41752,191803,298764,16.9,-49932,-2.8,78583,95289,5.4,6.1,28.2,Indiana,1981
68295,872749,64448,7035,10.9,5338,8526,13.2,5316,65443,133738,15.3,25683,99691,164139,18.8,-30401,-3.5,53766,63474,7.8,7.4,30.6,Iowa,1981
55555,739441,47525,6710,12.6,4625,7473,14.0,4605,66156,121711,16.5,24088,77685,125210,16.9,-3499,-0.4,45126,52682,7.5,6.4,33.0,Kansas,1981
58431,944698,59346,6978,11.7,5119,8213,13.8,5102,87159,145590,15.4,26963,108747,168093,17.8,-22503,-2.4,49848,58912,6.2,6.3,30.8,Kentucky,1981
101116,1259344,82248,10629,14.1,6491,10254,13.6,6453,163285,264401,21.0,39080,136792,219040,17.4,45361,3.6,63310,75338,8.0,6.5,34.8,Louisiana,1981
17665,311506,20827,2611,11.7,1858,3003,13.5,1849,32882,50547,16.2,8441,29500,50327,16.2,220,0.0,19128,21998,5.7,6.7,32.4,Maine,1981
86602,1275299,85161,8897,12.3,5591,9797,13.6,5568,127592,214194,16.8,32202,157693,242854,19.0,-28660,-2.2,59739,71488,6.8,6.7,33.6,Maryland,1981
125367,2260249,156298,12150,10.8,7478,13281,11.8,7436,241852,367219,16.2,57603,213228,369526,16.3,-2307,-0.1,96214,111344,5.5,6.9,32.4,Massachusetts,1981
164571,2802878,184908,17059,11.3,12080,21384,14.2,12000,221266,385837,13.8,65260,326801,511709,18.3,-125872,-4.5,123243,147901,5.9,6.6,27.6,Michigan,1981
98844,1463405,97186,9428,11.6,5974,10300,12.6,5945,137842,236686,16.2,41864,156760,253946,17.4,-17260,-1.2,68780,80765,6.8,6.6,32.4,Minnesota,1981
36504,601942,36934,5057,12.0,3949,6053,14.4,3941,58281,94785,15.7,19855,67661,104595,17.4,-9810,-1.7,35092,41408,6.1,6.1,31.4,Mississippi,1981
102839,1622808,103489,11598,12.1,8151,13557,14.1,8124,156455,259294,16.0,41830,167229,270718,16.7,-11424,-0.7,79623,94775,6.3,6.4,32.0,Missouri,1981
15830,200481,17336,2734,14.0,1814,2907,14.8,1814,22158,37988,18.9,9491,22600,39936,19.9,-1948,-1.0,17112,19422,7.9,8.6,37.8,Montana,1981
33029,482591,31669,4092,11.4,2818,4785,13.3,2813,49386,82415,17.1,13933,47091,78760,16.3,3655,0.8,30846,35583,6.8,6.6,32.6,Nebraska,1981
30682,334726,28250,3230,18.3,1865,2985,16.9,1861,39723,70405,21.0,11907,46445,74695,22.3,-4290,-1.3,15347,17668,9.2,8.4,42.0,Nevada,1981
21577,317448,23154,2597,13.1,1639,2699,13.6,1636,36910,58487,18.4,8820,31499,54653,17.2,3834,1.2,17549,19671,6.8,7.3,34.4,New Hampshire,1981
164498,2514843,166423,17249,11.6,11404,19125,12.9,11362,265622,430120,17.1,58814,242552,408975,16.3,21145,0.8,129561,147107,6.5,6.6,32.6,New Jersey,1981
29721,325449,27636,3923,15.2,2639,4092,15.9,2629,40846,70567,21.7,15593,37925,65561,20.1,5006,1.6,22018,25535,9.1,8.5,40.2,New Mexico,1981
342525,5862840,403483,38945,11.1,28579,45640,13.0,28454,614439,956964,16.3,155841,607490,1010973,17.2,-54009,-0.9,307251,346538,5.8,6.9,32.6,New York,1981
116106,1966888,117400,13278,12.3,9091,14688,13.6,9063,181560,297666,15.1,49490,184865,302265,15.4,-4599,-0.3,87816,107193,5.9,6.0,30.2,North Carolina,1981
12930,170036,10886,1969,12.7,1253,2036,13.1,1252,15666,28596,16.8,6111,18681,29567,17.4,-971,-0.6,13541,15447,7.6,6.4,33.6,North Dakota,1981
188313,3615444,222057,20338,10.6,13973,25160,13.1,13901,273872,462185,12.8,77288,393632,615689,17.0,-153504,-4.2,151532,189344,5.2,6.1,25.6,Ohio,1981
79984,894851,65049,9586,15.4,6113,9200,14.8,6098,113722,193706,21.6,32564,85163,150212,16.8,43494,4.8,53266,62109,8.9,7.3,33.6,Oklahoma,1981
66356,812999,67923,9010,15.2,6168,9905,16.7,6146,70584,136940,16.8,34569,102140,170063,20.9,-33123,-4.1,50412,58527,8.2,8.4,33.6,Oregon,1981
230610,3985643,230928,20903,10.0,15409,26660,12.7,15340,345362,575972,14.5,89073,394983,625911,15.7,-49939,-1.2,170981,206089,5.8,5.8,29.0,Pennsylvania,1981
19112,337114,21114,2144,10.7,1484,2490,12.4,1480,30486,49598,14.7,8297,33873,54987,16.3,-5389,-1.6,17847,19791,5.7,6.3,29.4,Rhode Island,1981
57611,952226,58409,6773,12.8,4671,7641,14.5,4654,85175,142786,15.0,26123,89943,148352,15.6,-5566,-0.6,43447,52240,6.1,6.1,30.0,South Carolina,1981
11275,171563,11494,1762,11.0,1336,2150,13.4,1332,13817,25092,14.6,6566,18426,29920,17.4,-4828,-2.8,13981,15802,6.6,6.7,29.2,South Dakota,1981
87817,1403176,89695,10105,12.5,7445,11619,14.4,7416,138381,226198,16.1,41705,143562,233257,16.6,-7059,-0.5,66187,79665,6.3,6.4,32.2,Tennessee,1981
500349,4879338,310737,52884,19.5,19910,34927,12.9,19810,596194,1096543,22.5,130880,474916,785653,16.1,310890,6.4,235071,291027,10.3,6.4,32.2,Texas,1981
36675,416596,33316,4227,15.8,2654,4266,16.0,2642,43299,79974,19.2,16753,46667,79983,19.2,-9,0.0,22649,26560,8.8,8.0,38.4,Utah,1981
8699,161293,9323,1531,12.4,1061,1681,13.6,1057,16358,25057,15.5,5075,14641,23964,14.9,1093,0.6,11049,12252,5.4,5.8,29.8,Vermont,1981
120522,1586248,110576,12065,12.8,7805,13047,13.9,7757,166104,286626,18.1,46449,147232,257808,16.3,28818,1.8,76139,93322,7.6,7.0,32.6,Virginia,1981
97017,1222439,88570,12573,14.7,7920,13197,15.4,7886,133502,230519,18.9,41059,150063,238633,19.5,-8114,-0.6,72257,84939,7.9,7.2,37.8,Washington,1981
29683,471844,29224,3614,11.6,2787,4368,14.1,2784,40642,70325,14.9,13077,49880,79104,16.8,-8779,-1.9,26008,30615,6.3,6.2,29.8,West Virginia,1981
84137,1562754,83001,9715,10.6,6536,11341,12.4,6512,118949,203086,13.0,33536,171996,254997,16.3,-51911,-3.3,78256,90700,5.4,5.3,26.0,Wisconsin,1981
14592,149044,11469,2130,17.3,1232,1889,15.3,1229,22270,36862,24.7,6489,19170,30639,20.6,6223,4.1,11025,12419,9.8,7.7,41.2,Wyoming,1981
73771,1035586,62802,8770,13.8,4766,7905,12.4,4763,103713,177484,17.1,27015,121619,184421,17.8,-6937,-0.7,51528,63550,7.1,6.1,34.2,Alabama,1982
17287,118895,9822,2062,23.6,581,1113,12.7,578,23421,40708,34.2,5306,15681,25503,21.5,15205,12.7,7770,9202,14.5,8.3,43.0,Alaska,1982
97137,810479,56252,11014,20.8,3983,7184,13.5,3976,86571,183708,22.7,23401,112766,169018,20.9,14690,1.8,44307,54704,12.0,6.9,41.8,Arizona,1982
43730,574437,33088,6305,15.5,3059,5165,12.7,3055,56054,99784,17.4,16426,68029,101117,17.6,-1333,-0.2,34933,40902,7.6,5.8,34.8,Arkansas,1982
887957,8361841,528202,87529,17.5,34960,63168,12.7,34915,992557,1880514,22.5,231250,1052788,1580990,18.9,299524,3.6,416159,507962,10.6,6.3,37.8,California,1982
159697,1079447,76716,13933,20.1,5142,9428,13.6,5138,131126,290823,26.9,32193,120423,197139,18.3,93684,8.6,60030,71120,14.8,7.1,36.6,Colorado,1982
85654,1250950,51129,8917,13.7,3654,6249,9.6,3650,107789,193443,15.5,22434,125564,176693,14.1,16750,1.4,57543,66275,6.8,4.1,28.2,Connecticut,1982
13545,214437,8755,1583,13.9,658,1181,10.4,654,17065,30610,14.3,3178,18645,27400,12.8,3210,1.5,9918,11554,6.3,4.1,25.6,Delaware,1982
32202,337053,18749,2403,15.7,899,1738,11.3,895,28311,60513,18.0,7992,45698,64447,19.1,-3934,-1.1,13524,15582,9.6,5.6,36.0,District of Columbia,1982
330673,3106680,207785,41962,19.2,16557,27844,12.7,16531,351960,682633,22.0,107630,406812,614597,19.8,68036,2.2,185530,224964,10.6,6.7,39.6,Florida,1982
164650,1746660,98190,16197,15.8,6859,12492,12.2,6854,169922,334572,19.2,42263,196976,295166,16.9,39406,2.3,82630,103586,9.4,5.6,33.8,Geogia,1982
33667,311254,18882,3292,15.9,1355,2380,11.5,1355,26867,60534,19.4,8406,35855,54737,17.6,5797,1.8,17274,21094,10.8,6.1,35.2,Hawaii,1982
33498,249562,15771,3163,16.3,1410,2591,13.4,1409,19320,52818,21.2,7452,49931,65702,26.3,-12884,-5.1,16468,19544,13.4,6.3,42.4,Idaho,1982
289970,3926601,206379,28342,13.8,12830,22357,10.9,12810,317634,607604,15.5,79738,471106,677485,17.3,-69881,-1.8,174328,207478,7.4,5.3,31.0,Illinois,1982
104209,1722512,76137,12672,13.2,6046,10134,10.5,6026,133352,237561,13.8,33864,197304,273441,15.9,-35880,-2.1,78792,97057,6.0,4.4,27.6,Indiana,1982
65929,862235,45273,7812,12.4,4287,7275,11.5,4286,91084,157013,18.2,20707,99316,144589,16.8,12424,1.4,52350,62933,7.6,5.3,33.6,Iowa,1982
57443,741914,43734,7796,14.7,3748,6269,11.8,3726,74702,132145,17.8,22239,78239,121973,16.4,10172,1.4,45119,53521,7.7,5.9,32.8,Kansas,1982
76129,938637,47220,8804,14.8,4169,6926,11.6,4166,91109,167238,17.8,21752,107959,155179,16.5,12059,1.3,50098,60158,8.1,5.0,33.0,Kentucky,1982
115912,1297744,82782,13262,17.1,4939,8662,11.2,4922,161691,277603,21.4,38950,157381,240163,18.5,37440,2.9,65758,79316,8.9,6.4,37.0,Louisiana,1982
23931,312392,19425,3004,13.6,1451,2481,11.2,1444,29712,53643,17.2,9929,31236,50661,16.2,2982,1.0,19071,22254,7.7,6.2,32.4,Maine,1982
104776,1269528,64953,10849,14.9,4266,7703,10.6,4264,122608,227384,17.9,26947,144246,209199,16.5,18185,1.4,60832,74008,8.3,5.1,33.0,Maryland,1982
151188,2299675,93675,15237,13.4,5956,10541,9.3,5950,213405,364593,15.9,41290,219652,313327,13.6,51266,2.3,98088,115290,6.6,4.1,27.2,Massachusetts,1982
164916,2686353,146863,20280,13.6,9227,16693,11.2,9214,214389,379305,14.1,55876,334639,481502,17.9,-102197,-3.8,122650,150153,6.1,5.5,28.2,Michigan,1982
96515,1443395,69733,10889,13.4,4811,8522,10.5,4801,131025,227540,15.8,28508,176255,245988,17.0,-18448,-1.2,68678,82181,6.7,4.8,31.6,Minnesota,1982
41851,589624,33064,5936,14.3,2959,5006,12.1,2957,46227,88078,14.9,14331,66704,99768,16.9,-11690,-2.0,34671,41638,7.1,5.6,29.8,Mississippi,1982
155239,1633451,86411,13306,14.0,6540,11294,11.9,6521,149190,304429,18.6,37397,172703,259114,15.9,45315,2.7,78840,95517,9.5,5.3,31.8,Missouri,1982
20141,198950,13653,3054,15.6,1436,2501,12.8,1433,20980,41121,20.7,8010,26328,39981,20.1,1140,0.6,17059,19628,10.1,6.9,40.2,Montana,1982
34441,480356,24957,4735,13.3,2351,3890,10.9,2348,40574,75015,15.6,12182,54627,79584,16.6,-4569,-1.0,30581,35790,7.2,5.2,31.2,Nebraska,1982
38523,335154,23504,3692,20.3,1406,2505,13.8,1405,38090,76613,22.9,10635,46812,70316,21.0,6297,1.9,15935,18664,11.5,7.0,42.0,Nevada,1982
22836,326759,16782,3047,15.2,1281,2178,10.9,1280,31526,54362,16.6,8359,31062,47844,14.6,6518,2.0,17903,20303,7.0,5.1,29.2,New Hampshire,1982
176682,2548151,140613,20644,13.8,8820,15539,10.4,8811,280019,456701,17.9,50131,266020,406633,16.0,50068,1.9,131665,151014,6.9,5.5,32.0,New Jersey,1982
33842,334673,23111,4549,17.4,1887,3231,12.4,1887,39472,73314,21.9,11252,38615,61726,18.4,11588,3.5,22552,26589,10.1,6.9,36.8,New Mexico,1982
426999,5902562,296624,46816,13.4,22112,36881,10.5,22083,592132,1019131,17.3,130311,585159,881783,14.9,137348,2.4,310148,353411,7.2,5.0,29.8,New York,1982
141191,1968928,90994,15526,14.3,7305,11811,10.9,7290,163356,304547,15.5,39094,195563,286557,14.6,17990,0.9,88660,109820,7.2,4.6,29.2,North Carolina,1982
13945,171412,8775,2209,14.2,984,1713,11.0,983,17298,31243,18.2,5189,17279,26054,15.2,5189,3.0,13516,15679,8.1,5.1,30.4,North Dakota,1982
225909,3506120,164297,24446,12.8,10930,20170,10.6,10913,290388,516297,14.7,66014,410156,574453,16.4,-58156,-1.7,150716,191602,6.4,4.7,29.4,Ohio,1982
97440,947988,57888,12114,18.9,4623,7613,11.9,4621,126243,223683,23.6,28930,103160,161048,17.0,62635,6.6,55975,66082,10.3,6.1,34.0,Oklahoma,1982
75413,784462,56122,9608,16.4,4970,8931,15.3,4952,77310,152723,19.5,27160,113668,169790,21.6,-17067,-2.1,49241,58378,9.6,7.2,39.0,Oregon,1982
255840,3945137,185545,26202,12.6,11502,20407,9.8,11471,358865,614705,15.6,71537,446699,632244,16.0,-17539,-0.4,170926,209563,6.5,4.7,31.2,Pennsylvania,1982
20312,331141,15246,2462,12.4,1206,2061,10.3,1205,26895,47207,14.3,7347,36363,51609,15.6,-4402,-1.3,17894,20031,6.1,4.6,28.6,Rhode Island,1982
74337,922082,44066,8233,15.5,3776,6102,11.5,3772,77914,152251,16.5,23598,101629,145695,15.8,6556,0.7,43950,53821,8.1,4.8,31.6,South Carolina,1982
13079,167378,9235,1951,12.4,1051,1742,11.1,1050,14303,27382,16.4,5099,18354,27589,16.5,-207,-0.1,13678,15664,7.8,5.5,32.8,South Dakota,1982
110897,1394634,71588,12316,15.3,5825,9901,12.3,5818,118238,229135,16.4,34291,166400,237988,17.1,-8853,-0.7,66172,81133,8.0,5.1,32.8,Tennessee,1982
582424,5202200,315634,58523,19.4,20292,34608,11.5,20275,675553,1257977,24.2,141169,586736,902370,17.3,355607,6.9,247519,312446,11.2,6.1,34.6,Texas,1982
38779,420674,26666,4842,17.9,1980,3523,13.0,1980,45661,84440,20.1,13106,48792,75458,17.9,8982,2.2,22985,27573,9.2,6.3,35.8,Utah,1982
10823,162040,9014,1891,15.2,803,1340,10.8,790,15092,25915,16.0,4287,15961,24975,15.4,940,0.6,11298,12644,6.7,5.6,30.8,Vermont,1982
120466,1614790,80069,14270,15.1,6053,10560,11.1,6049,176266,296732,18.4,35442,193550,273619,16.9,23113,1.5,76933,96007,7.5,5.0,33.8,Virginia,1982
110239,1210293,72311,14841,17.2,6158,10965,12.7,6136,113466,223705,18.5,34735,165530,237841,19.7,-14136,-1.2,73192,87671,9.1,6.0,37.0,Washington,1982
33940,464766,27910,4211,13.8,2185,3816,12.5,2184,41867,75807,16.3,12243,50929,78839,17.0,-3032,-0.7,25339,30396,7.3,6.0,32.6,West Virginia,1982
102851,1533863,65090,11980,13.1,5373,9241,10.1,5364,122403,225254,14.7,28417,158276,223366,14.6,1888,0.1,78176,92160,6.7,4.2,29.2,Wisconsin,1982
23952,156246,10923,2489,19.5,981,1681,13.2,981,18639,42591,27.3,5404,22516,33439,21.4,9152,5.9,11398,13087,15.3,7.0,42.8,Wyoming,1982
68404,1008350,63721,7818,12.2,4884,7383,11.5,4861,99914,168318,16.7,28672,124541,188262,18.7,-19944,-2.0,52559,64548,6.8,6.3,33.4,Alabama,1983
15783,128659,10660,2259,23.1,757,1221,12.5,757,19577,35360,27.5,4841,21451,32111,25.0,3249,2.5,8798,10380,12.3,8.3,50.0,Alaska,1983
80718,822756,53973,9435,16.9,4763,7192,12.9,4743,105070,185788,22.6,29774,109177,163150,19.8,22638,2.8,46545,57195,9.8,6.6,39.6,Arizona,1983
37684,570494,29320,5448,13.2,3361,4814,11.6,3353,56652,94336,16.5,16481,62140,91460,16.0,2876,0.5,35923,41871,6.6,5.1,32.0,Arkansas,1983
599820,8321084,564210,70793,13.8,40136,63438,12.4,39906,960712,1560532,18.8,249852,1283503,1847713,22.2,-287181,-3.4,426462,517992,7.2,6.8,37.6,California,1983
93647,1088757,72534,11852,16.4,6438,9693,13.4,6409,117553,211200,19.4,37759,189964,262498,24.1,-51298,-4.7,62282,73644,8.6,6.7,38.8,Colorado,1983
